index	STRING	DESC
18000018	不能邀請組隊搭配中的角色。	??? ???? ?? ???? ??? ??? ?? ? ? 
10010006	不能登記Lv.%d 以上屬性的物品。	[?? ???] ?? ?? ??
83000090	被遺忘的平原	??? ?? [??] ??? ???
83000091	貝爾法圖書館	?? ??? [??] ??? ???
83000092	魔法書閱覽室	??? ??? [??] ??? ???
83000093	被遺忘的花園	??? ?? [??] ??? ???
10000100	不能鑲嵌的物品	??? ?? ??? ?? ?? ???
10000101	請先放上裝備物品。	??? ?? ??? ?? ?? ???
10000102	不能再添加屬性。	??? ????? ??? ???
10000103	不能再鑲嵌。	??? ?? ?? ?? ???
10000104	物品等級低，不能再鑲嵌。	??? ?? ?? ??? ???
10000105	無法辨別鑲嵌屬性。	???? ?? 2? ???? ???
10000106	進行鑲嵌的 Ely不足。	??? ??? ??? ?
1020440	冷卻時間減少%d%%	??? ?? 
9010001	安裝裝備的狀態下不能改變角色性別。	???? ?? ??
9010002	交往或結婚狀態時不能改變性別。	???? ?? ??
9010003	沒有所持的[%s] 物品，只能預覽外形。	???? ?? ??
9010004	角色性別變更結束就無法撤回。\n真的要變更嗎？	???? ?? ??
9010005	需要[%s] 物品。	???? ?? ??
9010006	角色性別正常變更了。	???? ?????
9010007	※ 注意! 最終選擇角色性別變更的話，之前變更的外形會全部消失，會產生根據性別不能裝備的物品。	???? ?????
9010008	研究成功了… 要變更性別嗎？不會變成我這樣，可以放心。	???? ??
84000001	請放上要登記在圖鑒的物品。	[??? ??] ??? ???
84000002	[%s]物品的圖鑒信息被啟動了。	[??? ??] ??? ?? ??
84000003	物品圖鑒登記失敗。	[??? ??] ??? ?? ??
84000004	登記失敗時，無論成功與否，物品都會消失。	[??? ??] ??? ?? ??
84000005		????
84000006	很高	[??? ??] ??? ?? ????
84000007	高	[??? ??] ??? ?? ????
84000008	普通	[??? ??] ??? ?? ????
84000009	低	[??? ??] ??? ?? ????
84000010	很低	[??? ??] ??? ?? ????
85000001	戰鬥裝備	[??? ??] ????? Lv 1 - 20 (???)
85000002	時裝裝備	[??? ??] ????? Lv 21 - 40 (???)
85000003	消耗	[??? ??] ????? Lv 41 - 60 (???)
85000004	其他	[??? ??] ????? Lv 61 - 80 (???)
85000005	活動	[??? ??] ????? Lv 81 - 100 (???)
85000006	寵物	[??? ??] ????? Lv 101 - 120 (???)
85000007	其他收藏	[??? ??] ????? Lv 121 - 140 (???)
85000008		[??? ??] ????? Lv 141 - 160 (???)
85000009		[??? ??] ????? Lv 161 - 180 (???)
85000010		[??? ??] ????? Lv. 181 ~ 200 (???)
85000011		[??? ??] ????? Lv. 201 ~ 220 (???)
85000012		[??? ??] ????? Lv. 221 ~ 240 (???)
85000013		[??? ??] ????? Lv. 241 ~ 260 (???)
85000014		[??? ??] ????? Lv. 261 ~ 280 (???)
85000015		[??? ??] ????? Lv. 281 ~ 300 (???)
84000011	要將[%s]物品登記在圖鑒上嗎？嘗試\n登記的物品會消失。	[??? ??] ??? ??? ?? ???
84000012	不能在圖鑒登記的物品。	
84000013	已在圖鑒登記的物品。	
84000014	鎖定狀態的物品不能登記在圖鑒上。	
84000015	請訪問[伊克納特]，登記在圖鑒。\n圖鑒登記成功時，可以獲得對角色有幫助的\n能力值。	[?????] ??? ?? Tip???
84000016		
1020455	所有屬性 +%d	??? ??? ??.
1020456	所有屬性 +%d%%	??? ??? ??.
1020457	水，火，地，風，黑暗屬性 +%d	??? ??? ??.
1020458	水，火，地，風，黑暗抵抗力 +%d	??? ??? ??.
1020459	所有屬性最小傷害 +%d%%	??? ??? ??.
1020460	所有屬性最大傷害 +%d%%	??? ??? ??.
1020461	物理/魔法最大傷害 +%d%%	??? ??? ??.
1020462	物理/魔法最小傷害 +%d%%	??? ??? ??.
1020463	物理/魔法目標防禦力減少 +%d%%	??? ??? ??.
1020464	物理/魔法 爆擊傷害 +%d%%	??? ??? ??.
1020465	物理/魔法 爆擊機率 +%d%%	??? ??? ??.
1020466	物理/魔法 命中率 +%d%%	??? ??? ??.
1203004	Quick_Active	?? ?. ?? ?? S_Active
6004001	要具備[%s]物品才能遠距離終止。	???-??. ?? ?? ?????
6500001	%s 處置%d/%d	???. ?? ?? ??
6500002	%s 查找	???. ?? ?? ??
6500003	%s 收集%d/%d	???. ?? ?? ??
6500004	%s%d/%d	???. ?? ?? ??
6500005	%s	???. ?? ?? ??
6500011	%s 處置%d次結束	???. ?? ?? ??
6500012	%s 查找結束	???. ?? ?? ??
6500013	%s 收集%d個結束	???. ?? ?? ??
6500014	%s%d次結束	???. ?? ?? ??
6500015	%s 結束	???. ?? ?? ??
4003104	[%s] 購買數量	??. ???? ??
6300005	一般	[???] ???? ?? ??
6300006	必須	[???] ???? ?? ??
4100101	要[%s] 學習嗎？	???? ??? ??? ?? ???? ?? ??? ?? 
4100102	無限制	???? ??? ??
4100103	下級	???? ??? ??
4100104	中級	???? ??? ??
4100105	上級	???? ??? ??
4100106	最上級	???? ??? ??
4100107	特殊	???? ??? ??
1221449	帳號內角色最高等級:%s	??, ??? ??. ??? ?? ?? ?? ?.
4100108	寵物學習限制稀有度是%s.	??? ???? ?? ??
83000094	老虎寺	??? [??] ??? ???
70000005	超過領取時間，不能領取。	????? ?? ?? ?? ???
70000006	連接累積時間初始化。為重新屬性連接獎勵，建議重新連接。	?? ?? ???? ??? ??? (?? 24?)
19000001	為變更角色名，需要 [%s] 物品。要繼續嗎？	[???????] ???? ??
19000002	如同意角色名變更政策，請選擇 [確認]。	[???????] ???? ??
19000003	正在使用的角色名。	[???????] ???? ??
19000004	不能使用的角色名。	[???????] ???? ??
19000005	角色名變更後不能撤回，在15天后可以使用。	[???????] ???? ??
19000006	角色名變更正常完成。	[???????] ???? ??
19000007	%d日後可以變更角色名。	[???????] ???? ??
19000101	變更公會名需要 [%s] 物品。要繼續嗎？	[???????] ??? ??
19000102	同意公會名變更政策請選擇 [確認]。	[???????] ??? ??
19000103	正在使用的公會名。	[???????] ??? ??
19000104	不能使用的公會名	[???????] ??? ??
19000105	公會名變更後不能撤回，15日後可以使用。	[???????] ??? ??
19000106	公會名變更正常結束了。	[???????] ??? ??
19000107	%d日後可以變更公會名。	[???????] ??? ??
19000108	只有公會會長才能變更公會名。	[???????] ??? ??
19000201	不能轉職的職業。	[???????] ?? ??
19000202	轉職變更需要 [%s] 物品。要繼續嗎？	[???????] ?? ??
19000203	同意轉職變更政策請選擇 [確認]。	[???????] ?? ??
19000204	主要職業變更 [%s] -> [%s]	[???????] ?? ??
19000205	副職業變更 [%s] -> [%s]	[???????] ?? ??
19000206	轉職變更後不能撤銷，15日後可以使用。	[???????] ?? ??
19000207	轉職變更正常完成。	[???????] ?? ??
19000208	%d日後可以變更轉職。	[???????] ?? ??
12000020	商店代理人	[????] ??? ?? ?? ??
12000021	出售結束(代理商店)	[????] ??? ??
12000022	登記在代理商店的物品售出了。	[????] ??? ??
12000023	出售物品	[????] ??? ??
12000024	出售價格	[????] ??? ??
12000025	出售中止(代理商店)	[????] ??? ??
12000026	中止出售了登記在代理商店的物品。	[????] ??? ??
12000027	代理商店裡登記的物品全部售出了。	[????] ?? ??? ???
12000028	代理商店被取消，出售中的物品用郵件傳送了。	[????] ??? ???
19100001		
18000016	條件不符，不能申請。	?? ?? ??? ?? ??? ??? ??? ?
90011	MOTP 認證失敗。	MOTP ? ??? ??? ??
90012	超過了輸入時間。	MOTP ? ?? ??? ????? ??
90013	認證鍵重複。	MOTP ?? ?? ??? ??
90014	由於系統錯誤，認證失敗。	?? ??? ??? ?? ??? ????? ??
90015	不能使用特殊字元。	?? ?? ? ?? ???
90016	只能輸入數位。	MOTP ?? ??? ?? ? ?? ??? ??? ??
18001001	禁止釣魚場所。	[??] ???? ?? ???? ??? ? ??
18001002	在當前場所不能使用的魚竿。	[??] ???? ???? ?? ??? ??? ??
18001003	請關閉釣魚獎勵介面。	[??] ???? ?? ???? ??? ??? ??
18001004	欄位已滿。	[??] ????? ???? ?? ???? ??? ??? ??
18001005	委託了代理釣魚。	[??] ?? ??? ??? ??
18001006	代理釣魚結束。	[??] ?? ??? ??? ??
18001007	扔掉漁網裡的所有物品。	[??] ?? ????? ??? ?? ?? ? ?? ??
18001008	需要[%s] 物品。	[??] ?? ?? ? ??? ??? ??? ?? ??
18001009	在回收物品，請稍後。	[??] ?? ?? ?? ? ?? ???
18001010	已有委託。	[??] ?? ?? ? ?? ??? ?? ??
18001011	請清空漁網後再嘗試。	[??] ?? ?? ? ??? ???? ??? ??
18001012	[%d]分鐘後可以回收。	[??] ?? ?? ? ??? ??? ??? ???? ??
18001013	沒有委託。	[??] ?? ?? ? ??? ?? ??? ?? ??
6500016	%s	???. ?? ??? ??
83000095	星光平原	??? ?? [??] ??? ???
83000096	星星搖籃	?? ?? [??] ??? ???
1020454	釣魚附加獲得機率 +%d%%	??? ??? ??.
20033	靈魂破壞者	??? ?? ?. ?? ??
20034	靈魂掠奪者	??? ?? ?. ?? ??
20035	靈魂統治者	??? ?? ?. ?? ??
10033	靈魂破壞者:\n 借助怪物的靈魂和能力，發揮強大力量的職業。	??? ???. ?? ???? ??? ??
6000051	破壞	??? ???? ??? ??? ??/??
6000052	掠奪	??? ???? ??? ??? ??/??
6000053	統治	??? ???? ??? ??? ??/??
18330000	靈魂破壞者	?? ??? ???
18340000	靈魂掠奪者	?? ??? ???
18350000	靈魂統治者	?? ??? ???
12000029	代理商店結束。結束時剩餘物品可以從郵箱回收。	[????] ???? ???? ????? ??? ?? ?? ???
12000030	開設了代理商店。選擇‘確認’時代理商店也會同時結束，剩餘物品可以從郵箱回收。	[????] ????? ?? ?? ?? ??? ? ?? ???? ?? ???
30000001	系統不支援屬性的解析度，請屬性為低等級的解析度。	[??] ??? ?? ?? ?? ?? ???
6100001	貝羅斯任務	??? ?. ??? ?? ??. ??? 
6100002	艾利亞斯任務	??? ?. ??? ?? ??. ????
6100003	龍京任務	??? ?. ??? ?? ??. ??
6100004	奧亦奇任務	??? ?. ??? ?? ??. ????
6100005	阿法任務	??? ?. ??? ?? ??. ??
6100006	貝斯任務	??? ?. ??? ?? ??. ??
6100007	亞特蘭提斯任務	??? ?. ??? ?? ??. ?????
6100008	米德卡勒特任務	??? ?, ??? ?? ??. ?????
6100009	原野任務	??? ?, ??? ?? ??. ??
6100010	其他任務	??? ?. ??? ?? ??. ??
6100011	奧利佛任務	??? ?. ??? ?? ??. ??
6100012	癩蛤蟆島任務	??? ?. ??? ?? ??. ??
6100013	鋼鐵城市任務	??? ?. ??? ?? ??. ??
6100014	貝爾利德伊任務	??? ?. ??? ?? ??. ??
6100015	神秘地帶任務	??? ?. ??? ?? ??. ??
6100016	金蘭雲系任務	??? ?. ??? ?? ??. ??
6100017	劇情任務	??? ?. ??? ?? ??. ??
6100018	亞斯卡勒特任務	??? ?. ??? ?? ??. ??
6100019	怪物羅馬任務	??? ?. ??? ?? ??. ??
6100020	吉納蒂亞任務	??? ?. ??? ?? ??. ??
6100021	2次轉職任務	??? ?. ??? ?? ??. ??
6100022	德托利艾爾任務	??? ?. ??? ?? ??. ??
6100023	小章魚神殿任務	??? ?. ??? ?? ??. ??
6100024	春植島任務	??? ?. ??? ?? ??. ??
6100025	活動任務	??? ?. ??? ?? ??. ??
6100026	每天任務	??? ?. ??? ?? ??. ??
6100027	隨機任務	??? ?. ??? ?? ??. ??
6100028	艾爾亞諾樂南部任務	??? ?. ??? ?? ??. ??
6100029	艾爾亞諾樂東部任務	??? ?. ??? ?? ??. ??
6100030	艾爾亞諾樂西部任務	??? ?. ??? ?? ??. ??
6100031	艾爾亞諾樂北部任務	??? ?. ??? ?? ??. ??
6100032	副職業轉職任務	??? ?. ??? ?? ??. ??
6100033	評價任務	??? ?. ??? ?? ??. ??
6100034	無限次數任務	??? ?. ??? ?? ??. ??
6100035	艾爾亞諾樂山嶽地帶任務	??? ?. ??? ?? ??. ??
6100036	飛空艇墜落地帶任務	??? ?. ??? ?? ??. ??
6100037	貝爾法任務	??? ?. ??? ?? ??. ??
6100038	被遺忘的平原任務	??? ?. ??? ?? ??. ??
6100039	副本任務	??? ?. ??? ?? ??. ??
6100040	金字塔任務	??? ?. ??? ?? ??. ??
6100041	雨林地帶任務	??? ?. ??? ?? ??. ??
6100042	克杜卡遺址任務	??? ?. ??? ?? ??. ??
6100043	史前任務	??? ?. ??? ?? ??. ??
6100044	爬呀爬大樹任務	??? ?. ??? ?? ??. ??
6100045	克杜卡遺址地下任務	??? ?. ??? ?? ??. ??
6100046	黑暗森林任務	??? ?. ??? ?? ??. ??
6100047	陰森住宅任務	??? ?. ??? ?? ??. ??
6100048	貝希摩斯肚子任務	??? ?. ??? ?? ??. ??
6100049	幽靈海盜船任務	??? ?. ??? ?? ??. ??
6100050	副本任務	??? ?. ??? ?? ??. ??
6100051	櫻樹湖畔任務	??? ?. ??? ?? ??. ??
6100052	阿爾卡笛亞任務	??? ?. ??? ?? ??. ??
6100053	山嶽地帶任務	??? ?. ??? ?? ??. ??
6100054	克杜卡遺址任務	??? ?. ??? ?? ??. ??
6100055	深淵的遺址任務	??? ?. ??? ?? ??. ??
6100056	雪原任務	??? ?. ??? ?? ??. ??
6100057	地下水路任務	??? ?. ??? ?? ??. ??
6100058	水族館任務	??? ?. ??? ?? ??. ??
6100059	比佛羅斯特任務	??? ?. ??? ?? ??. ??
6100060	彭哥列列車任務	??? ?. ??? ?? ??. ??
6100061	委託任務	??? ?. ??? ?? ??. ??
6600000	活動任務	??? ?. ??? ??? ?? ??
6600001	劇情任務	??? ?. ??? ??? ?? ??
6600002	一般任務	??? ?. ??? ??? ?? ??
6600003	委託任務	??? ?. ??? ??? ?? ??
6600004	副本任務	??? ?. ??? ??? ?? ??
6600005	每天任務	??? ?. ??? ??? ?? ??
6600006	公會任務	??? ?. ??? ??? ?? ??
6600007	轉職任務	??? ?. ??? ??? ?? ??
6600008	隨機任務	??? ?. ??? ??? ?? ??
6100062	星光平原任務	??? ?. ??? ?? ??. ??
6100063	星星搖籃任務	??? ?. ??? ?? ??. ??
6100064	聯合公會任務	??? ?. ??? ?? ??. ??
6100065	必需任務	??? ?. ??? ?? ??. ??
6100066	1次轉職任務	??? ?. ??? ?? ??. ??
6100067	精靈樹任務	??? ?. ??? ?? ??. ??
6100068	天門任務	??? ?. ??? ?? ??. ??
6100069	麵包大街任務	??? ?. ??? ?? ??. ??
16000116	靈魂史前	??? ???? ??
1206027	靈魂史前	?? ??? ??. ?? ?? ?? ?? ??? ??
1020470	黑暗屬性 +%d	??? ??? ??.
1020471	黑暗屬性 +%d%%	??? ??? ??.
1020474	黑暗抵抗力 +%d	??? ??? ??.
1020475	黑暗抵抗力 +%d%%	??? ??? ??.
1020478	黑暗最小傷害 +%d	??? ??? ??.
1020479	黑暗最小傷害 +%d%%	??? ??? ??.
1020482	黑暗最大傷害 +%d	??? ??? ??.
1020483	黑暗最大傷害 +%d%%	??? ??? ??.
1020484	黑暗屬性免疫	??? ??? ??.
1020485	黑暗屬性傷害(物理攻擊時)%+d	??? ??? ??.
85000016	將要登記在圖鑒的物品放在左側插槽裡，按下登記執行鍵。	??? ?? ???
1020389	格鬥點數 +%d%%	??? ??? ??.
4003105	價格 :	??. ?? ?? ?? ??
4003106	[%d] Ely	??. ?? ?? ?? ?? ??
2300001	吉恩蒂亞	????? ??? ?? = 2300000 + waypoint.ldt ???? ?? ID
2300002	普雷伊奧斯	????? ??? ?? = 2300000 + waypoint.ldt ???? ?? ID
2300003	新更新的地區	????? ??? ?? = 2300000 + waypoint.ldt ???? ?? ID
2300004	新更新的地區	????? ??? ?? = 2300000 + waypoint.ldt ???? ?? ID
2300005	新更新的地區	????? ??? ?? = 2300000 + waypoint.ldt ???? ?? ID
1206028	魚竿	?? ??? ??. ?? ?? ?? ?? ??? ?? ( ?? )
1000014	項鍊	??? ?? ??. Type: ??(1), SubType: ??(4)
10000107	不能在格鬥場進行鑲嵌和強化	pvp ??? ?? ??
15000008	不滿16歲從晚12點至早6點不能連接。	??? ?? ??? 
12000031	破壞物品時，會取消開設的代理商店。	[????] ????? ?? ???? ???? ??? ?? ???? ?? ???
12000032	欄位沒有空間，不能購買物品。	[????] ???? ??? ?? ? ????? ???? ?? ? ???? ???
15000009	14歲同意	14? ?? 
6100070	神祕小矮人倉庫任務	??? ?. ??? ?? ??. ??
40000001	無法繼續登錄寵物。	???? ?? ?? ? ?? ? ??? ???
40000002	未使用	????
40000003	無法使用的名稱，名稱內含有空白或是禁止使用的文字。	???? ?? ?? ? ABUSE_LIST, BAN_LIST? ??? ?? ? ??
40000004	您確定要變更寵物名稱嗎?	???? ?? ?? ?? ??
40000005	變更名稱需要[%s]物品。	?? ?? ? ??? ?? ?? ???
40000006	 (Lv. %s)	??? ???? ?? ???? ?? ?? ???
40000007	為協助主要寵物的寵物，\n可自由地使用裝備的技能和能力。\n	?? ???? ?? ??
40000008	1) 可使用技能/能力	?? ???? ?? ?? ???? 1
40000009	2) 未套用輔助寵物的基本能力值和鑲嵌屬性	?? ???? ?? ?? ???? 2
40000010	3) 不可獲得輔助寵物的經驗值	?? ???? ?? ?? ???? 3
40000011		?? ???? ?? ?? ???? 4
40000012		?? ???? ?? ?? ???? 5
40000013		?? ???? ?? ?? ???? 6
40000014		?? ???? ?? ?? ???? 7
1206029	殘像	?? ??? ??. ?? ?? ?? ?? ??? ??
1206030	項鍊	?? ??? ??. ?? ?? ?? ?? ??? ??
1206031	指南針	?? ??? ??. ?? ?? ?? ?? ??? ??
1206032	教材	?? ??? ??. ?? ?? ?? ?? ??? ??
1206033	卡片	?? ??? ??. ?? ?? ?? ?? ??? ??
1206034	鑰匙	?? ??? ??. ?? ?? ?? ?? ??? ??
1206035	徽章1	?? ??? ??. ?? ?? ?? ?? ??? ??
1206036	徽章2	?? ??? ??. ?? ?? ?? ?? ??? ??
1206037	徽章3	?? ??? ??. ?? ?? ?? ?? ??? ??
1206038	徽章4	?? ??? ??. ?? ?? ?? ?? ??? ??
1206039	徽章5	?? ??? ??. ?? ?? ?? ?? ??? ??
1206040	徽章6	?? ??? ??. ?? ?? ?? ?? ??? ??
1206041	新增1	?? ??? ??. ?? ?? ?? ?? ??? ??
1206042	新增2	?? ??? ??. ?? ?? ?? ?? ??? ??
1206043	新增3	?? ??? ??. ?? ?? ?? ?? ??? ??
5007025	正在接收選擇的郵件。	[???] ??? ???(????)? ????, ??? ?? ?? ???
9011001	稍後將進行限時販賣活動，請至時尚商店確認。	???? ?? Notice
9011002	稍後時尚商店的現時販賣活動就要結束囉!要買要快喔~	???? ?? ?? ?? Notice
9011003	目前商品就快銷售一空囉!要買要快喔~	???? ?? ?? Notice
9011004	%d分鐘	???? ? ?? ??? 1?? ?? ?? ??
9011005	%d小時%d分鐘	???? ? ?? ??? 24?? ?? ?? ??
9011006	%d天%d小時%d分鐘	???? ? ?? ??? 24?? ??? ??
9011007	之後可以再次購買。	?? ??
9011008	已結束限時販賣的物品，請確認後再購買。	???? ??? ?? ?? ??? ? ???? ?? _CategoryView y
9011009	正在進行限時販賣的物品。	???? ??? ??
9011010	稍後(1分鐘以內)可再次購買。	???? ? ?? ??? 1? ??? ??
9011011	販賣物品: [%s]	???? ?? Notice
52000118	長期	[??]??
15000010	遊戲過度有礙日常生活發展。	??? ?? ???
15000011	登入遊戲已經%d小時。	??? ?? ???
16030001	武器製作	??? ???? ??
16030002	防具製作	??? ???? ??
16030003	飾品製作	??? ???? ??
16030004	加工術	??? ???? ??
16030005	煉藥術	??? ???? ??
16030006	特殊製作	??? ???? ??
16040001	武器製作	??? ??. ?? ?? ??
16040002	防具製作	??? ??. ?? ?? ??
16040003	飾品製作	??? ??. ?? ?? ??
16040004	加工術	??? ??. ?? ?? ??
16040005	煉藥術	??? ??. ?? ?? ??
16040100	所有製作	??? ??. ?? ?? ??
1236001	需要製作: %s	?? ? ?? ?? ?? ?.
1236002	不需要製作: %s	?? ? ?? ?? ?? ?.
1236003	製作: %s	?? ? ?? ?? ?? ?.
1236004	限制製作: %s	?? ? ?? ?? ?? ?.
15000012	不可於遊戲時間選擇制度中設定的時間內登入遊戲。	???????? ??? ?? ?????.
90017	超過驗證等待時間，請重新輸入帳號密碼並撥打通訊安全鎖. 以進行認證:0800-789-567	?? ?? ?? ?? ??? ?? ??? ?
90018	此帳號已有其他玩家登入，若非您本人使用，請勿撥打通訊鎖並盡快至GF官網修改密碼	? ??? ?? ?? ??? ??? ????. ??? ?? ?? ????, ?? ??? ???? ??? GF ?????? ????? ??????.
90019	此帳號所綁定的電話號碼同時有其他相關帳號在等候開通，若非您本人使用請盡快至GF官網修改相關帳號之密碼	?? ??? ????? ?? ?? ???? ??? ?? ????. ?? ??? ?? ?? ???? ?? GF ??????? ?? ??? ????? ??????.
15000013	不可於遊戲時間選擇制度中設定的時間內登入遊戲。	???????? ??? ??? ??? ??? ???.
6100071	華納海姆任務	??? ?. ??? ?? ??. ??
83000097	華納海姆	???? [??] ??? ???
83000098	崩壞之塔地下	??? ? ?? [??] ??? ???
16000601	武器	?? ??? ???? ??
16000602	防具	?? ??? ???? ??
16000603	飾品	?? ??? ???? ??
16000604	加工術	?? ??? ???? ??
16000605	煉藥術	?? ??? ???? ??
16010004	等候時間	?? ??? ??
16010005	1分鐘內	?? ???? 1 ~ 59? ? ??
16010006	%d分鐘	?? ???? 1?? ??? ?? ??
16010007	%d小時%d分鐘	?? ???? 24?? ??? ?? ??
16010008	%d天%d小時%d分鐘	?? ???? 24?? ??? ??
16010037	搜尋物品中，請稍候。	???? ?? ??? ???? ??
16010038	您搜尋的物品不存在。	?? ??? ?? ? ?? ?? ???? ???? ?? ??
90020	請撥打通訊鎖號碼以進行認證：0800-789-567	??? ??? ??? 070-888-4444
16000503	妙藥	??? ???? ??
16000504	藥油	??? ???? ??
16000505	料理[區域]	??? ???? ??
16000117	螺旋劍	??? ???? ??
16000118	飛燕劍	??? ???? ??
16000119	光拳套	??? ???? ??
16000120	神擊手	??? ???? ??
16000121	戰擊拐杖	??? ???? ??
16000122	音樂指揮棒	??? ???? ??
16000123	盜賊短劍	??? ???? ??
16000124	神槍劍	??? ???? ??
16000125	禦守珠	??? ???? ??
16000405	萬能木槌	??? ???? ??
16000200	套裝防具	??? ???? ??
16000506	料理[釣魚]	??? ???? ??
16000209	盾牌[騎士專用]	??? ???? ??
20036	天之王者	??? ?? ?. ?? ??
20037	幻武劍豪	??? ?? ?. ?? ??
20038	創世主	??? ?? ?. ?? ??
20039	諸神使者	??? ?? ?. ?? ??
20040	大毀滅者	??? ?? ?. ?? ??
20041	流行天王	??? ?? ?. ?? ??
20042	風之潛行者	??? ?? ?. ?? ??
20043	裁決射手	??? ?? ?. ?? ??
20044	究極兵甲	??? ?? ?. ?? ??
18360000	天之王者	?? ??? ???
18370000	幻武劍豪	?? ??? ???
18380000	創世主	?? ??? ???
18390000	諸神使者	?? ??? ???
18400000	大毀滅者	?? ??? ???
18410000	流行天王	?? ??? ???
18420000	風之潛行者	?? ??? ???
18430000	裁決射手	?? ??? ???
18440000	究極兵甲	?? ??? ???
6000054	天之王者	??? ???? ??? ??? ??/??
6000055	幻武劍豪	??? ???? ??? ??? ??/??
6000056	創世主	??? ???? ??? ??? ??/??
6000057	諸神使者	??? ???? ??? ??? ??/??
6000058	大毀滅者	??? ???? ??? ??? ??/??
6000059	流行天王	??? ???? ??? ??? ??/??
6000060	風之潛行者	??? ???? ??? ??? ??/??
6000061	裁決射手	??? ???? ??? ??? ??/??
6000062	究極兵甲	??? ???? ??? ??? ??/??
27000164	[中立傾向能力]\n- 物理/魔法最大傷害增加\n-物品掉落率增加\n-經驗值獲得量增加	?? ?? ?? ???
27000165	[光明傾向能力]\n- 物理/魔法命中率增加\n-物品掉落率增加\n-經驗值獲得量增加	?? ?? ?? ???
27000166	[邪惡傾向能力]\n- 物理/魔法迴避率增加\n-物品掉落率增加\n-經驗值獲得量增加	?? ?? ?? ???
27000167		?? ?? ?? ???
27000168		?? ?? ?? ???
27000169		?? ?? ?? ???
27000170		?? ?? ?? ???
27000171	 -公會長若是超過90天未上線,\n則其權限將自動委任。\n-創建公會時需要符合公會傾向的公會水晶。	?? ?? ???
27000172	不喜歡受權力支配，喜歡自由自在地冒險。\n對於未知的事物很感興趣，享受得到解答時的樂趣。比起權力或是秩序，更傾向於財務自由的生活。	?? ?? UI ?? ?? ??
27000173	對神話英雄和冒險懷有憧憬的冒險家。\n不喜歡行事莽撞，努力走在正確、正當的道路上。比起權力，更在乎吉恩蒂亞和艾利亞斯王國的安定。	?? ?? UI ?? ?? ??
27000174	將力量和權力視為至高無上的冒險家。\n為將最強的能力握在手中，便將道德或秩序拋一邊，只是不斷地鍛鍊。反對以艾利亞斯王國為中心的支配制度。	?? ?? UI ?? ?? ??
27000175		?? ?? UI ?? ?? ??
27000176		?? ?? UI ?? ?? ??
27000177		?? ?? UI ?? ?? ??
27000178		?? ?? UI ?? ?? ??
27000179	唯有持有公會傾向變更物品的公會長可變更公會傾向。	?? ?? ?? ???
27000180	公會房間內存在公會員時無法變更公會傾向。	?? ?? ?? ??
27000181	您隸屬的公會已變更傾向，請透過公會選項(G)確認。	?? ?? ?? ??
27000182	變更公會傾向需要[%s]物品。	?? ?? ?? ??
27000183	您確定要進行變更公會傾向嗎?	?? ?? ?? ???
27000184	請選擇異於目前傾向的其他傾向。	?? ?? ?? ??
27000185	已創公會作物或是公會副本的情況下無法變更傾向。	?? ?? ?? ??
27000186		???? ??
27000187	未達1小時	??? ???? ??? 1?? ??? ??
27000188	%d小時	??? ???? ??? 24?? ??? ??
27000189	%d天%d小時	??? ???? ??? 24?? ??? ??
27000190	90天以上	??? ???? ??? 90? ??? ??
27000191	連線中	???? ???? ??
27000192	內含禁止使用的文字，請重新設定。	?? ??? ?? ? ABUSE_LIST.LDT? ?? ? ??? ?? ? ??
90021	通訊安全鎖出現錯誤，請重新輸入帳號密碼後再撥打通訊安全鎖電話。	?? ??? ?
1060001	[%s]	??? ?? ?? (ITM.LDT? _Use_Type ?)
1060002	交易	??? ?? ?? ??
1060003	破壞	??? ?? ?? ??
1060004	倉庫	??? ???? ?? ??
1060005	販賣	??? ?? ?? ??
20045	弒魂者	??? ?? ?. ?? ??
18450000	弒魂者	?? ??? ???
6000063	弒魂者	??? ???? ??? ??? ??/??
6100072	日落平原任務	??? ?. ??? ?? ??. ??
83000099	陰森村莊	?? ?? [??] ??? ???
6005001	任務獎勵	??? UI? ???? ?? ??? (????)
6005002	選擇獎勵 - 請選擇一個寶箱!	??? UI? ???? ?? ??? (????)
6005003	隨機獎勵 - 從箱子中隨機擇一發送!	??? UI? ???? ?? ??? (????)
6005004	排名獎勵 - 根據排名發送獎勵!	??? UI? ???? ?? ??? (????)
6700001	獲得 %s 經驗值	[???] ?? ??_ ??? (???? ?? ?)
6700002	獲得 %s (+%s) 經驗值	[???] ?? ??_ ??? (???? ?? ?)
6700003	獲得 %s 公會點數	[???] ?? ??_????? (???? ?? ?)
6700004	獲得 %s (+%s) 公會點數	[???] ?? ??_????? (???? ?? ?)
6700005	獲得 %s 地區 %s 聲望點數	[???] ?? ??_????? (???? ?? ?)
6700006	獲得 %s 地區 %s (+%s) 聲望點數	[???] ?? ??_????? (???? ?? ?)
1020411	屬性重新分配成功率%+d%%	??? ??? ??.
83000100	漂流都市	???? [??] ??? ???
83000101	伊米勒研究所	??? ??? [??] ??? ???
6100073	3轉任務	??? ?. ??? ?? ??. ??
13004001	封印時將消耗封印次數和封印專用鎖\n可點擊滑鼠左鍵替被封印的物品\n解除封印	[??? ??] ?? ?? ?
13004002	可封印次數:	[??? ??] ?? ? ???? ?? ?? ??? ??
13004003	確定要封印[%s]物品嗎?\n物品封印後，可封印次數將削減1次	[??? ??] ?? ?? ?? ??? ???
